,UI/UX,Functionality,Subscription & Pricing,Content Quality,Rating,Komentar,Technical & Access
729,,-1.0,,,1.0,"Kenapa skg ga ada menu kirim email ya? Bisa tlg di tambah in menu email, karena dgn format pdf lbh mudah di baca.",
730,-1.0,,,1.0,5.0,"Saya suka tampilan berita epapernya kompas tapi yang buat kesal saya harus pegang dalam kondisi portrait IPAD saya, mohon diupgrade supaya bisa tampilannya landscape ya min. So far sumber berita yang saya gunakan selalu kompas terima kasih, selalu berkarya ya. Sekarang saya kasih bintang 3, kalau nanti sudah landscape saya kasih bintang 4. Joss gandosss...",
731,,-1.0,,,1.0,"Jangan langganan & download appsnya..sekelas kompas aplikasinya sampah, yakali mau baca berita harus klik link dulu trs bacanya di browser lg..trs gunanya aplikasi buat apa..semoga cepet di takedown apple deh nih aplikasi.",
732,,-1.0,,,4.0,Suka dengan app ini cuman kadang suka berulang beritanya kalo lagi scrolling seharusnya ke berita yang lebih lama jadinya terbatas membaca berita,
733,0.0,0.0,,,2.0,"Tab pilihanku kadang ada kadang engga. bikin lah tab khusus supaya bisa endless scrolling gt kalo milih berita, jd bukan berita hari itu aja. Untuk epaper lebih enak kalo judul berita disitu berupa link dan bisa langsung klik dan berubah menjadi tampilan baca.",
734,,,,1.0,5.0,"Sejak beberapa hari yang lalu, saya mencoba mencari sumber berita seperti ketika membaca koran era dahulu, yang detail dalam penulisannya, demi akurasi informasi yang mau saya peroleh. kompas sepertinya memberikan jawaban itu untuk saya.",
735,,,,,1.0,"Pada awalnya download ePaper kompas sangat lancar. Setelah berjalan 3-4 bulan download menjadi sangat lamban. Terbitan 28 April perlu upaya berkali-kali kadangkala diakhiri pemberitahuan time-out dan akhirnya berhasil download 100% dengan waktu 15-20 menit. 

Cape deh.

Pertimbangkan ulang apabila anda ingin berlangganan.",-1.0
736,-1.0,1.0,,1.0,4.0,"Aplikasi cukup bagus, news lengkap, mudah download e paper. Tapi sayangnya gabisa tampilan landscape, padahal baca koran lebih enak landscape ya.
Will edit to 5 stars when landscape mode enabled 😊",
737,,0.0,,,4.0,"tolong tambahkan fitur baca nanti di setiap artikel baik di web maupun di aplikasi karena beberapa artikel tidak ada fungsi baca nanti,,terima kasih",
738,,,-1.0,-1.0,4.0,"Rasa nya tidak etis saja jika seseorang merogoh kocek nya untuk berlangganan sebuah portal berita tetapi timbal balik nya tidak sesuai ekspetasi. Saat saya ingin membaca tentang analisa taktik klub sepak bola Barcelona di tutur visual, terima kasih yang saya dapat hanya background para pemain dan judul nya saja",
739,-1.0,,,,1.0,"Would like to measure how long kompas will fix the bug 🙄 crash everytime in ipad/ios, and what about landscape view?
Klik!",-1.0
740,,,,,1.0,"My app is up to date, yet I have been prompted to download the latest version of the app (non-exist). After trying for many times, I still can’t open the app and read the paper. 

This problem has happened before and after a while it is getting irritating.",-1.0
741,-1.0,,,,1.0,"I give props to kompas for their strategy in offering premium paid news. In fact I would gladly pay rather than to be blasted with lots of advertising. However, I didn’t see the subscription option from within the app. Should I opt subscription plan from within the web?

Application crashes 3 times in 5 minutes is unacceptable 

Ouw yeah, whats the point of making iPad app if you can’t even support landscape viewing and limited experience (compared to web version). 

For now, web is a more way to go than accessing from app",-1.0
742,,0.0,,,5.0,"Kehadiran kompas cukup saya tunggu-tunggu karena saya merupakan pelanggan & pembaca setia koran kompas. Dalam beberapa tahun belakangan semenjak kompas muncul dalam versi digital di toko-toko buku digital saya memilih untuk berlangganan tidak lagi secara fisik namun secara e-papper dimana saya bisa membaca dengan mudah di gawai saya.

Kehadiran kompas merupakan salah satu perwujudan dari perkembangan jaman dimana perubahan-perubahan berjalan mengiringi perkembangan teknologi, terutama dalam perkembangan telephone pintar yang semakin maju.

Lebih baik lagi jika tim kompas mulai memikirkan bagaimana jika applikasi ini dipakai dalam keadaan luring / offline mode. Ini akan sangat bermanfaat bagi para pembaca yang mungkin tidak terkoneksi dengan jaringan dalam beberapa saat dan ingin membaca apa yang sudah di unduh terlebih dahulu sebelumnya

Salam hangat

Pembaca setia kompas",
743,,,,,1.0,"one reason buy iPad 2017 is reading kompas , very disappointed on kompas apps. Just install then open and close suddenly. Come on how I want to subscribe kompas regularly . Please fix them, when others apps runs very well, this is big national paper can not do this apps running well",-1.0
744,,,,,1.0,"Baru testing dengan ipad 2 retina, di ios 11.3.1 selalu nutup ketika baru dibuka, mohon diperbaiki ga ada guna subs dan bayar kalau tidak bisa terpakai..",-1.0
745,,,,,2.0,"Setelah terbuka di halaman depan, akan selalu crash dan menutup begitu digunakan di iPad Mini dg iOS 11.3.1

Ayo diperbaiki lagi, supaya saya jadi langganan epaper premium. Ayo kompas you can do better",-1.0
746,,,,,3.0,"Saya kurang paham cara melaporkan bug di ios.
Selalu ketika ePaper yang sudah saya unduh, ketika akan dibaca pada mode offline terjadi kesalahan pada pembacaan pdf sehingga memerlukan pengunduhan ulang.",-1.0
747,-1.0,,,,2.0,This is a good app but it’s just full of bugs and crashes all time. And who forgot to put landscape mode into the app?,-1.0
748,,,,,1.0,Tdk bisa dibuka sama sekali di ios v 11. Langsung crash. kompas tdk pernah serius berinvestasi di pembuatan aplikasi. Sangat disayangkan krn kalah jauh dari media digital lainnya.,-1.0
749,0.0,0.0,,,3.0,"Akan lebih baik jika ketika hp sy dalam posisi horizontal, posisi app ini juga menyesuaikan menjadi horizontal, seperti baca ebook di iBooks. Selain itu mohon dipertimbangkan agar kita bisa buka edisi2 yg lama hingga 10 tahun ke belakang. Sy sedang nyari koran kompas edisi Juni 2004. Thanks.",
750,-1.0,,,,3.0,"Tolong buatkan versi iPad. Versi ini kl dipakai di iPad, jika tidak di-zoom, tidak bisa terbaca oleh mata yang sehat sekalipun.",
751,,,0.0,,,apakah ada paket berlangganan untuk pelajar atau mahasiswa,
752,,,0.0,,,cara perpanjang langganan kompas id bagaimana ya,
753,,,0.0,,,bisa tidak bayar langganan pakai pulsa telkomsel,
754,,,0.0,,,sudah tidak aktif langganan sejak bulan lalu,
755,,,0.0,,,mau tanya soal cara mengaktifkan kode voucher kompas id,
756,,,0.0,,,kapan promo langganan kompas id biasanya diadakan,
757,,,0.0,,,ada paket bundling dengan produk kompas lainnya tidak ya,
758,,,0.0,,,bisa tidak berlangganan kompas id lewat aplikasi di iphone,
759,,,0.0,,,proses pembayaran langganan bisa lewat transfer bank biasa,
760,,,0.0,,,mau coba berlangganan tapi belum tahu paket mana yang cocok,
761,,,1.0,,,harga langganan kompas id sangat terjangkau untuk kualitas berita sekelas ini,
762,,,1.0,,,"promo diskon tahunan kemarin sangat membantu, langsung saya ambil",
763,,,1.0,,,biaya langganan sebanding dengan kedalaman analisis yang didapat,
764,,,1.0,,,senang banget dapat promo langganan setahun dengan harga yang murah,
765,,,1.0,,,murah banget dibanding harus beli koran fisik setiap hari,
766,,,1.0,,,"langganan premium kompas id tidak menyesal, harganya masuk akal",
767,,,1.0,,,paket langganan tahunan kompas id jauh lebih hemat kalau dihitung per bulannya,
768,,,1.0,,,tidak perlu beli koran fisik lagi karena harga digital jauh lebih murah,
769,,,1.0,,,"harga promo flashnya terjangkau, langsung saya manfaatkan",
770,,,1.0,,,sudah dua tahun berlangganan dan tidak pernah menyesal soal harganya,
771,,,1.0,,,benefit yang didapat jauh melebihi harga yang dibayarkan setiap bulannya,
772,0.0,,,,,tolong ditambahkan opsi dark mode agar nyaman dibaca malam hari,
773,0.0,,,,,apakah ada rencana untuk menambahkan mode baca landscape di iPhone,
774,0.0,,,,,tampilan beranda kompas id menggunakan warna biru khas kompas,
775,0.0,,,,,layout artikel kompas id mengikuti gaya koran pada umumnya,
776,0.0,,,,,navigasi utama ada di bagian bawah layar dengan lima ikon menu,
777,0.0,,,,,tolong sediakan pilihan tema gelap untuk pengguna yang sering baca malam,
778,0.0,,,,,apakah bisa ditambahkan opsi untuk mengatur jarak antar baris teks,
779,0.0,,,,,beranda aplikasi menampilkan berita terbaru dengan thumbnail gambar,
780,0.0,,,,,diharapkan ada pilihan warna tema selain putih untuk variasi tampilan,
781,0.0,,,,,semoga ada fitur penyesuaian ukuran teks untuk pengguna dengan keterbatasan penglihatan,
782,1.0,,,,,tampilan artikel kompas id menggunakan margin yang cukup lega,
783,0.0,,,,,apakah orientasi landscape untuk membaca artikel sudah tersedia,
784,1.0,,,,,ikon-ikon menu di kompas id cukup jelas dan mudah dikenali,
785,1.0,,,,,tampilan foto artikel sudah memenuhi lebar layar dengan baik,
786,0.0,,,,,tolong pertimbangkan untuk menambahkan pilihan font yang lebih bervariasi,
787,0.0,,,,,diharapkan ada pilihan orientasi landscape saat membaca artikel agar lebih leluasa,
788,1.0,,,,,warna aksen yang digunakan konsisten dengan identitas visual kompas,
789,1.0,,,,,"tampilan kompas id bersih dan tidak berantakan, sangat nyaman untuk dibaca",
790,1.0,,,,,desain aplikasinya elegan dan profesional sesuai citra koran ternama,
791,1.0,,,,,"tampilan e-paper sangat mirip koran cetak, nyaman dan familiar",
792,1.0,,,,,menu navigasi terorganisir dengan baik sehingga tidak membingungkan pengguna baru,
793,1.0,,,,,antarmuka kompas id terasa ringan dan responsif saat berpindah halaman,
794,1.0,,,,,tampilan bersih tanpa iklan membuat fokus membaca jauh lebih terjaga,
795,1.0,,,,,desain visual kompas id meningkatkan kenyamanan dan minat baca setiap hari,
796,,0.0,,,,tolong tambahkan fitur bookmark agar bisa menyimpan artikel untuk dibaca nanti,
797,,0.0,,,,apakah notifikasi breaking news bisa diatur agar tidak terlalu sering,
798,,0.0,,,,mohon ditambahkan fitur berbagi artikel langsung ke whatsapp dengan satu klik,
799,,0.0,,,,apakah e-paper edisi lama bisa diakses dari arsip kompas id,
800,,0.0,,,,tolong tambahkan fitur highlight teks saat membaca artikel,
801,,0.0,,,,apakah ada fitur untuk mengikuti topik atau penulis tertentu secara khusus,
802,,0.0,,,,tolong sediakan fitur download artikel agar bisa dibaca saat tidak ada internet,
803,,1.0,,,,"kliping artikel berjalan dengan baik, memudahkan saya menyimpan referensi",
804,,,,,,"e-paper kompas id benar-benar identik dengan koran cetak, saya suka",
805,,1.0,,,,fitur audio sangat berguna untuk multitasking saat tidak bisa baca layar,
806,,1.0,,,,pencarian artikel di kompas id akurat dan hasilnya relevan dengan kata kunci,
807,,1.0,,,,fitur bookmark artikel memudahkan saya kembali ke bacaan yang belum selesai,
808,,1.0,,,,"bisa baca e-paper edisi kemarin lewat arsip, fitur yang sangat berguna",
809,,1.0,,,,"tts-nya bisa berjalan sambil layar mati, sangat praktis saat berolahraga",
810,,1.0,,,,e-paper kompas id bisa di-zoom dengan lancar tanpa pecah kualitas gambarnya,
811,,1.0,,,,"suka banget ada fitur dengarkan berita, cocok buat yang sibuk tapi mau update info",
812,,1.0,,,,fitur subscribe topik membuat berita yang relevan langsung tersaji di beranda,
813,,1.0,,,,fitur simpan untuk baca nanti sangat berguna ketika tidak ada waktu baca sekarang,
814,,1.0,,,,"e-paper kompas id bisa diakses kapan saja, tidak harus pagi seperti koran fisik",
815,,1.0,,,,notifikasi harian dari kompas id membantu saya tidak ketinggalan berita pagi,
816,,1.0,,,,kliping artikel sudah tersimpan rapi dan bisa diakses kapan saja tanpa internet,
817,,1.0,,,,"ada fitur rekomendasi artikel berdasarkan riwayat baca, sangat relevan dan berguna",
818,,1.0,,,,e-paper bisa dibaca dalam mode landscape dengan nyaman di tablet,
819,,1.0,,,,fitur pencarian dengan filter tanggal sangat membantu saat riset berita lama,
820,,,,,,setelah update terbaru aplikasi kompas id jauh lebih stabil dan tidak pernah crash,1.0
821,,,,,,performa aplikasi konsisten cepat bahkan saat koneksi internet sedang tidak stabil,1.0
822,,,,,,terima kasih kompas id sudah memperbaiki bug login yang mengganggu sebelumnya,1.0
823,,,,,,aplikasi tidak pernah force close sekalipun dalam sebulan penggunaan terakhir,1.0
824,,,,,,"sesudah reinstall langsung bisa masuk akun tanpa hambatan, terima kasih timnya",1.0
825,,,,,,loading halaman sangat cepat bahkan ketika membuka berita dengan banyak gambar sekaligus,1.0
826,,,1.0,,,akun premium langsung aktif dan bisa diakses segera setelah proses pembayaran selesai,1.0
827,,,,,,hotline kompas id cukup responsif ketika saya melaporkan kendala akses berlangganan,1.0
828,,,,,,sinkronisasi data akun antara web dan aplikasi berjalan lancar tanpa kendala,1.0
829,,,,,,update terbaru kompas id terasa lebih smooth dan tidak ada lag saat digunakan,1.0
830,,,,1.0,5.0,Berita beragam. Ulasan lengkap.,
831,,,,1.0,5.0,"Tajam, independen dan terpercaya",
832,,,,1.0,5.0,"lebih terpercaya, mudah diakses",
833,,,,1.0,5.0,berita aktual dan terpercaya,
834,,,,1.0,5.0,cukup membantu menambah informasi,
835,,,,1.0,4.0,kompas trupdet dan terpercaya,
836,,,,1.0,5.0,beritanya sangat sy suka,
837,,,,,5.0,Wahh keren banget aplikasinya,
838,,,,1.0,4.0,Bagus dan menambah wawasan,
839,,,,1.0,5.0,Beritanya up-to-date dan akurat,
840,,,,,5.0,Gak bisa beri komentar,-1.0
841,,,,,5.0,"Mudah, cepat, dan aktual",
842,,,,1.0,5.0,Bagus untuk tingkatkan literasi,
843,,,,1.0,5.0,Sumber informasi yang dipercaya,
844,,,,,5.0,Bagus ! ... ☺,
845,,,,,5.0,SANGAT Baik & Bermanfaat?!?,
846,,,,1.0,5.0,Menambah Informasi yg bermutu,
847,,,,,5.0,Bagus sekali aku suka,
848,,,-1.0,,1.0,G bisa gratis lg,
849,,,,-1.0,4.0,berita up todate diperlukan.,
850,,,,,3.0,Ya sk aplikasi ini,
851,,,,,5.0,Pelanggan setia harian Kompas,
852,,,,,4.0,Saya pelanggan koran kompas..,
853,,,,,5.0,Membuka akses tanpa batas,
854,,,1.0,,5.0,"Lenganan sejak 2023. Worth it, lenagganan e-paper lebih murah dari pada lengganan cetak",
855,,,,,3.0,jaringan bagus tapi sulit akses aplikasinya sehingga sulit membaca dalam aplikasi... tolong perbaiki.,-1.0
856,,,,,5.0,mantap banget ya berita kompas lagi,
857,,,,,2.0,"kompast tolong adakan aplikasi ini versi pc pleaseee, pengen baca di layar yang agak lebar soalnya",
858,,1.0,,,5.0,Saya beri bintang 5 karena tersedianya fasilitas dengar/suara,
859,,,,,5.0,Bagus sekali. Andai ada paket murah untuk guru honorer.,
860,,,,1.0,5.0,semenjak berlangganan saya semakin mudan update berita berkualitas,
861,,,-1.0,,1.0,Cuma baca berita aja harus langganan per bulan. Gimana ini??? Auto uninstall,
862,,,,,2.0,"Aplikasi yang baik, sesuai panggilan zaman",
863,,,,1.0,5.0,Bagus banget. Berita dari kompas memang top,
864,,,,,5.0,"Biar negara subur rakyat makmur ,semua koroptor di basmi apapun setatus jabatan nya.",
865,,,,-1.0,1.0,Beritanya tidak update kalau kita nyari yg terbaru tentang timnas yg muncul berita timnas 2023,
866,,,1.0,,5.0,bintang 5 karena dapat berlangganan gratis wkwkwk,
867,,,,,5.0,Terimakasih sudah banyak membantu pekerjaanku,
868,1.0,,,1.0,5.0,"bagus sekali beritanya, aplikasi nya mudah digunakan,",
869,,,,1.0,5.0,sangat bermanfaat untuk mendapatkan informasi yg uptodate. patut untuk dicoba..,
870,-1.0,,,,4.0,"Tolong ePaper nya diperbaiki lagi, ada yang menutupi tulisan nya",
871,,,-1.0,,1.0,Uninstall... Aplikasi Sampah.. mau baca aja udh disuruh Bayar!! 😤,
872,,,,,5.0,Ok sangat perlu di ketahui ok ws,
873,,,,1.0,4.0,ulasan berita nya menarik puaaaaan!,
874,-1.0,,,,1.0,knp naama file nya muncul di belakang,
875,,,,1.0,5.0,beritanya terbaru tdk diulang ulang,
876,,,,1.0,5.0,Bacaannya sangat menambah pengetahuan dan informasi,
877,,,,,1.0,"Sudah bayar, tapi tidak terbaca langganan. Gimana sih ini kompas",-1.0
878,,,,1.0,4.0,bagus beritanya kita juga bisa berinteraksi dengan yg laen,
879,,,1.0,,5.0,"Terbaik untuk platform berita dijital berbayar. Aku sendiri sudah berhenti langganan versi kertasnya, beralih ke dijital.",
880,,,,-1.0,1.0,pemberitaan kalian sudah tidak berimbang drun,
881,,,,,1.0,"Bego, Baca2 berita GK ada waktu buat ini njing..",
882,,,,,4.0,ini bila kabar ini benar Indonesa ta kenapa komentarnya di sembunyikan Kamu paling tidak suka kaku tida bisa ikut komentar,
883,,,,,5.0,Terima kasih Kompas . Mengisi waktu luang jadi berguna !,
884,,,,,5.0,Semoga Aplikasi Ini Bermanfaat Untuk Kita Semua dan Keluarga,
885,,,,1.0,5.0,"Kompas, profesional dalam menyajikan berita. Bahasanya enak dinikmati.",
886,,,,1.0,2.0,Isi berita anda bagus n bermanfaat buat yg mengerti n suka dgn kebenaran berita atau informasinya.Terima kasih.,
887,,,,1.0,5.0,"berita bariatif, positif dan berbobot",
888,,,,,5.0,Selama saya menggunakan aplikasi ini sangat bagus,
889,,,0.0,,5.0,"utk berlangganan, fasilitas pembayaran nya bisa ditambah, misalnya dgn voucher google play.",
890,,,,,4.0,O like Kompas ilove kompass,
891,,,,1.0,5.0,"terdepan dlm berita, good job.",
892,,,,1.0,5.0,Kompas tetap kritis dan keren,
893,,,,0.0,5.0,tetap pertahankan netral dan anti clickbait,
894,,,-1.0,,1.0,"Nonton berita kok bayar,,mending dwnld apk yg lain",
895,,,,1.0,5.0,Betul betul bebas dan indipendent. Netral dan objektif. Tidak tercemar kepentingan politik.,
896,,,,-1.0,1.0,"Berita gak valid yang terbaru mengenai 1 keluarga kelaparan, yang disalahkan agama islam. Penistaan ini",
897,,,,1.0,4.0,"Berita yg di keluwarkan kepublik sangat terpercaya, trimakadih kompas tv",
898,,,-1.0,,3.0,"Knp kok hrs brlangganan 50 rb /bln, Kami buka kn sdh harus tersambung net..",
899,,,-1.0,,1.0,Masak iya bisa baca artikelnya cuma 5 setiap bulan sedih banget login juga ngak bisa-bisa 😢,-1.0
900,,,,1.0,4.0,berita yang akurat kompas sangat terpercaya dan disukai masyarakat,
901,,,,,5.0,berita anget baru pulang kerja nobi ain malem jam:0304,
902,,,,,2.0,"Saya sudah berlangganan, tapi muncul tulisan belum berlangganan. Akibatnya saya tdk bsa membaca epaper",-1.0
903,,,,,1.0,Mohon maaf anda tidak adil.,
904,,,,1.0,5.0,Sangat membantu sekali dalam mengetahui berita perkembangan negara yang kita cintai ini,
905,,,,1.0,5.0,Berita terbaru tercakup secara keseluruhan dalam aplikasi ini !!!!!!!!!,
906,,,,,5.0,Semangat mantap didepan memimpin media Indonesia,
907,,,,,5.0,"Sangat bagus dan sangat membantu untuk,mencari berita.",
908,,,,1.0,5.0,Baca tiap hari untuk beritayang berkualitas. Andalan,
909,,,,1.0,3.0,memang kompas beritanya baik kami sangat dapat informasi yg lebih,
910,,,,1.0,5.0,"Ayah saya berlangganan kompas cetak sejak tahun 90 an, dan kami berlangganan yang versi ini. Kompas, selalu terpercaya.",
911,,,,1.0,5.0,"Beritanya selalu up-to-date, selalu memuat artikel (ekonomi, politik dll) yang berbobot.",
912,,,,,5.0,"Aplikasi terbaik sepanjang masa, update terbaru lebih kencang dan smooth",1.0
913,,,,1.0,5.0,Di saat media lain diisi berita clickbait dan banyak yg tidak penting. Di sini masih tetap mempertahankan isinya.,
914,,,,,1.0,Masih adakah media yg netral ???,
915,,,,,3.0,Maaf dikasih bintang tiga aja dulu takut eror apksinya,
916,,,-1.0,,1.0,Baca berita kok bayar... Masih banyak yg lainnya kok berita..,
917,,,,1.0,3.0,Tambah cerdas sebab banyak membaca,
918,,,,-1.0,1.0,Ulasan dan beritanya kurang menarik,
919,,,,-1.0,1.0,"Kompas gak kredible, persis kayak metro tipu, terlalu memaksakan framing dan kelihatan punya hidden agenda untuk satu golongan. Memecah belah...",
920,,,,,5.0,Semoga menjadi digital news yg memberikan informasi membangun bagi kalangan masyarakat.,
921,,,,,5.0,Terimakasih keluhan saya sdh ditindaklanjuti...,1.0
922,,,-1.0,,1.0,Udah langganan Potong 50rb..e paper ngga bisa dibaca...payah,-1.0
923,,,,,4.0,Aplikasi kompas.id tak bisa diakses lagi. Menyebalkan. Saga coba ulang apl baru normal,-1.0
924,,,,1.0,5.0,kompas beritanya sangat baik dan penuh pengetahuan,
925,,,,,5.0,kurio menerima berita kotak markus uti,
926,,,,1.0,5.0,beritanya sangat akurat dan obyektif,
927,,,,1.0,4.0,"Yang penting, tidak hoax, akurat dan nyata.",
928,,,-1.0,,1.0,Buset apaan nih.. ko ga bisa dibuka.. harus berlangganan.. bayar pula.. mending detik,-1.0
929,,,,,1.0,Email udah ada mau baca nggak bisa silahkan login bebas akses gitu terus menerus hapus aja ribet,-1.0
930,,,,,2.0,"Harus log in, tetapi kok tidak ada kolom untuk log in?",-1.0
931,,,,1.0,4.0,bagus berita nya . . mantaplah,
932,,,,1.0,5.0,Beritanya engkap dan memberi pencerahan,
933,,0.0,,,5.0,tolong d up date kompas karirnya.trimakasih,
934,,-1.0,,,1.0,Ko gk ada kompas karier nya sih???,
935,,,,,5.0,Membaca berita singkat sebelum berangkat sekolah,
936,,,,,1.0,"Mau baca aja harus login dulu, maksa bgt.. payah.. langsung uninstall",-1.0
937,,,,,3.0,Coba dulu klw bagus tmbah lgi bntg nya,
938,,,,1.0,5.0,Sangat membantu mendapatkan berita yg kredibel,
939,,0.0,,,5.0,ga ada pilihan ke kompas one,
940,,,,1.0,5.0,"berita update, disertai analisa dan tulisan yg berkualitas. tambah lebih banyak ulasan dan berita olahraga.",
941,-1.0,,,,2.0,Setelah diupdate ukuran tampilan malah jadi tidak sesuai dengan screen ipad mini.,
942,,,,,5.0,"Banyak fitur baru jadi makin enak bacanya, keren kompas!",
943,,,,,2.0,sedikit kecewa karena aplikasi kadang menutup sendiri ketika lagi baca berita. padahal udah berlangganan.,-1.0
944,0.0,,,,4.0,Lebih baik jika bisa membaca koran cetak secara lamdscape,
945,,,,,5.0,"Seneng deh sekarang sudah bisa baca e-paper dengan lancar. Tadinya mau download e-paper aja susah. Good job, kompas 👍🏻",1.0
946,-1.0,,,,2.0,Not sure why the app force me to use in landscape mode.  Makes it hard to read the articles,
947,,,,,1.0,Its not working...after installed only shown white screen,-1.0
948,,,,,2.0,Tidak bs masuk / sign in ke aplikasi melalui email dari aplikasi di iPhone. Mohon diperbaiki,-1.0
949,,,,,1.0,Tidak bisa dibuka e-papernya dengan ipad setelah update. Mohon segera....diperbaiki,-1.0
950,,,,,1.0,Epaper nggak bisa dibuka setelah update,-1.0
951,,,,,1.0,"Sejak upgrade tidak bisa di gunakan untuk baca ePaper, harap segera di perbaiki karena saya hanya subscribe versi digital",-1.0
952,,,,,1.0,Pasca update ga bs baca epaper,-1.0
953,,,,,5.0,"It’s not work at ios14, please fix it",-1.0
954,,,,,1.0,application crash on 11.3 on first time login after installing application,-1.0
955,,,,,1.0,After i try to slide it it just exit the apps,-1.0
956,,,,,1.0,Crash everytime under iOS 11,-1.0
957,,,,,1.0,"sy sdh bayar minggu lalu langganan Kompas id di indomaret atas instruksi kalian dng no akunnya, hr ini buka Kompas id bilangnya belum berlangganan, terus apa hrs bayar lagi?",-1.0
958,,,,1.0,4.0,"sy pernah menjadi pelanggan kompas selama lebih dari 15 tahun, terutama ktk kompas msh blm digital. di atas thn 2015 sy berhenti berlanggana krn kompas kehilangan daya kritis. akhir2 ini sy mulai melihat kompas punya kekuatan kembali untuk lebih kritis kpd pmrnth. semoga negara bangsa ini kembali ke rel yg benar.",
959,,,-1.0,,1.0,Aplikasinya gak jelas. sudah langganan premium tapi iklan berlangganan tetap muncul dan ketika membuka notifikasi berita premium malah diarahkan ke pembayaran. langganan kompas bukannya dapat berita tapi dapat emosi,-1.0
960,,,,0.0,3.0,"pandangan saya pribadi, berita ekonomi sekalian di tingkatkan layaknya koran bisnis, memuat berita berita bisnis yg lebih detail. dg motto, 1 koran kompas semua kehidupan di muka bumi dalam 1 genggaman",
961,,,,-1.0,1.0,Kompas memilih jadi partisan di politik Indonesia sejak 2023. Pers bukan lagi jadi pilar ke 4 demokrasi. Kompas mencoret sejarah panjangnya sebagai satu2nya media terpercaya. Ironi,
962,,,,1.0,5.0,Aplikasi ini sangat membantuku peroleh informasi. Penghargaan yang amat banyak kompas dapatkan membuatnya terpercaya. Apalagi sudah lama ia berkecimpung menampung amanat rakyat. Recomended sekali. Rubrik sastra yang tersedia pun cukup memuaskan. Kita bisa baca karya berkualitas dengan mudah.,
963,,,-1.0,,3.0,"padahal produk jurnalistik mah jangan pake bayar kalau mau lebih menguntungkan, kan menyediakan informasi bagi khalayak masyarakat, nah uang nya dimana ya itu nanti dari orang yang pasang iklan, kalau bayar gini kan terbatas aksesnya, makanya tidak populer, tapi kembali lagi terserah kalian",
964,,,,-1.0,1.0,"Saya kurang suka akan Harian kompas, Krn beritanya yg terkadang membuat saya jengkel dan puncak daripada eskalasi selama ketidak sukaan saya thdp media ini ada soal berita ttg jahatnya korupsi tetapi ditulis ""Korupsi Bukan Lagi Kejahatan Luar Biasa"" dg memuat photo ARB... Yg Seolah² menunjukan kesan bhw yg mengatakan itu adalah ARB",
965,,,,0.0,5.0,"Tolong kompas beritakan lebih banyak tentang sawit. Kami petani sawit dizalimi oleh kebijakan pajak pemerintah yg tinggi (pe,bk dan fo dmo ) dan pengabaian pemerintah terhadap kami dgn harga murah yg ditetapkan sepihak oleh pabrik sawit tanpa adanya sanksi thd mereka.",
966,,,-1.0,,1.0,"Buat baca berita harus berlangganan 50k, padahal berita yg sama dapat dengan mudah dicari di internet lainnya dengan mudah dan gratis",
967,-1.0,,,,5.0,"Kenapa sejak revisi Mei 2021, kok ngga bisa landscape? Sebelumnya bisa. Padahal bbrp infografik Kompas disajikan landscape, jika bisa preview landscape, resolusi print screen nya akan lebih bagus utk keperluan sharing. Kalau ngga, semua infografis tolong dibikin portrait saja. Tq.",
968,,,,,5.0,"mohon info, kenapa setelah update aplikasi tidak dpt membaca e-paper? Selalu kluar minta dilakukan langganan trus(posisi sy sdh berlangganan), per tgl 4 juli mendapatkan update lagi. skrng br bs berjalan secara normal. terimakasih responnya",1.0
969,,,,,5.0,Wah ini paling ok karena saya dulu kerja di toko buku Gramedia grup kompas sangat perhatian dgn rakyat kecil terutama karyawannya sangat diperhatikan masa depannya waktu pak Jacob utama masih ada 30 tahun saya kerja disini is ok th1979 SD 2008 nl Nopember terimakasih pak Jakob semoga amal baiknya diterima Alloh yme,
970,,-1.0,,,2.0,sudah punya accont berlanganan..tapi tetap tidak bisa buka kompas e-paper ..ini ..menyebalkan....aneh nya.lagi klo mau baca koran harus download...dan seleaai download...file tidak.bisa di buka....sungguh..ini meyebalkan. ..saya kecewa.,-1.0
971,,,,,5.0,kompas id bikin memori internal saya penuh. seharusnya waktu dwonload berada di sd card. sampai saat ini masih begitu. sedangkan aplikasi yang lain sudah bisa melakukan change tempat memori ke sd card ketika didwonload. kalau begini saya terpaksa berhenti berlangganan koran kompas digital. sorry.,-1.0
972,,-1.0,,,1.0,"Kalo aplikasi ditutup dan mau baca epaper lagi, walaupun sudah didownload sebelumnya. Jadi bikin penuh storage dan memory HP. Masih lbh baik Kiosk Kompas. Mohon pengembang memperhatikan hal ini. Tks.",
973,,0.0,,,5.0,"epaper kompos ini sangat baik untuk penikmat koran dengan inovasi digitalisasi. Namun, dengan segala hormat untuk beberapa masukan ada bagus epaper ini di kemas dalam bentuk pdf agar bisa di unduh langsung dan bisa dipermanenkan dalam partisi pengguna. Layaknya harian dalam bentuk fisik bisa juga digunakan sebagai koleksi untuk referensi. Mohon maaf yang sebesar besar apabila menyinggung. Terimakasih",
974,,,-1.0,,1.0,"Akhirnya saya uninstall aplikasi ini, mau baca harus berlangganan, masih 
banyak aplikasi berita online yg lebih up to date tapi tidak pake syarat",
975,,,,,4.0,Lebih mudah baca Kompas dalam satu genggaman dan gampang dibawa-bawa kemana saja. Ke depan harian surat kabar akan seperti ini. Trims,
