text,aspect,sentiment,source,source_row_id
"Aneh banget, udah diunduh tapi tetap harus online. Padahal mau baca e-paper di pesawat aja ga bisa offline.",Fungsionalitas,Negatif,augmented_round1,543
"Semoga Kompas bisa menambah liputan ekonomi dan bisnis dengan analisis yg lebih mendalam, supaya jadi satu platform berita lengkap untuk semua kebutuhan informasi.",Kualitas Konten,Netral,augmented_round2_topup,960
"Mohon berita ekonomi dan bisnis di Kompas.id bisa lebih mendalam dan detail, supaya pembaca bisa dapetin informasi bisnis yg lebih komprehensif seperti di media bisnis khusus.",Kualitas Konten,Netral,augmented_round2_topup,960
Semoga kompas bisa menampilkan perspektif yang lebih beragam dalam artikel opini dan esainya.,Kualitas Konten,Netral,augmented_round2_topup,1226
Semoga konten sepak bola bisa diperbarui lebih rutin dan konsisten setiap harinya.,Kualitas Konten,Netral,augmented_round2_topup,1205
"Tolong kompas tambahkan liputan lebih mendalam tentang permasalahan industri sawit, khususnya terkait kebijakan pajak pemerintah dan mekanisme penetapan harga yg dilakukan pabrik sawit terhadap petani.",Kualitas Konten,Netral,augmented_round2_topup,965
Mohon konten opini dan esai di kompas lebih banyak menampilkan perspektif dari berbagai kalangan dan sudut pandang.,Kualitas Konten,Netral,augmented_round2_topup,1226
Semoga kompas terus menjaga kualitas penulisan beritanya oleh semua jurnalis,Kualitas Konten,Netral,augmented_round2_topup,1227
Mohon kompas menambahkan liputan lebih luas tentang warisan budaya dan seni tradisional Indonesia.,Kualitas Konten,Netral,augmented_round2_topup,1232
tolong kompas.id lebih sering menampilkan cerita-cerita inspiratif dari seluruh nusantara,Kualitas Konten,Netral,augmented_round2_topup,1234
semoga kompas terus mempertahankan akurasi dan kredibilitas dalam setiap pemberitaan,Kualitas Konten,Netral,augmented_round2_topup,1218
Mohon berita-berita rumit dilengkapi dengan visualisasi data agar lebih mudah dipahami pembaca.,Kualitas Konten,Netral,augmented_round2_topup,1237
"Mohon tambahkan opsi layout yang lebih sesuai standar berita digital, seperti yang ada di aplikasi koran tempo, supaya ga perlu zoom in zoom out terus saat baca artikel di ponsel.",Tampilan (UI/UX),Netral,augmented_round2_topup,628
Tolong tambahkan lebih banyak cerita-cerita inspiratif dari berbagai daerah di seluruh Indonesia.,Kualitas Konten,Netral,augmented_round2_topup,1234
Mohon tambahkan fitur untuk menyesuaikan tingkat kontras pada tampilan artikel,Tampilan (UI/UX),Netral,augmented_round2_topup,1174
Mohon artikel sains dan teknologi di kompas lebih rutin diperbarui.,Kualitas Konten,Netral,augmented_round2_topup,1229
Mohon berita-beritanya lebih sering diperbarui agar selalu aktual dan terkini 😊,Kualitas Konten,Netral,augmented_round2_topup,334
Mohon kompas bisa menambahkan lebih banyak visualisasi data untuk membantu pembaca memahami berita-berita yang rumit.,Kualitas Konten,Netral,augmented_round2_topup,1237
Mohon tambahkan opsi tampilan landscape untuk membaca koran,Tampilan (UI/UX),Netral,augmented_round2_topup,944
Mohon kompas memastikan setiap artikel ditulis dengan standar jurnalistik yang konsisten oleh semua penulis.,Kualitas Konten,Netral,augmented_round2_topup,1227
Mohon kompas lebih cepat dalam menyajikan berita saat terjadi peristiwa penting agar pembaca mendapat informasi secara tepat waktu.,Kualitas Konten,Netral,augmented_round2_topup,1207
Tolong tambahkan kemampuan text to speech yang bisa tetap berjalan saat membuka aplikasi lain di background,Fungsionalitas,Netral,augmented_round2_topup,1177
Tolong tingkatkan frekuensi update berita sepak bola di aplikasi ini.,Kualitas Konten,Netral,augmented_round2_topup,1205
"Tolong tambahkan lebih banyak artikel dengan penjelasan detail dan konteks, bukan hanya berita singkat tentang kejadian",Kualitas Konten,Netral,augmented_round2_topup,1222
Apakah fitur print untuk e-paper sudah tersedia di aplikasi ini?,Fungsionalitas,Netral,augmented_round2_topup,194
Semoga ada opsi untuk membaca edisi cetak dalam mode landscape.,Tampilan (UI/UX),Netral,augmented_round2_topup,944
Mohon ditambahkan kemampuan membaca e-paper tanpa koneksi internet agar bisa dinikmati saat penerbangan. Terima kasih,Fungsionalitas,Netral,augmented_round2_topup,566
Semoga kompas bisa menambah jangkauan liputan berita dari daerah-daerah di luar pulau jawa agar lebih seimbang.,Kualitas Konten,Netral,augmented_round2_topup,1208
Tolong kompas tambahkan lebih banyak update berita ekonomi dan bisnis setiap hari.,Kualitas Konten,Netral,augmented_round2_topup,1211
Mohon kompas tambahkan format penyajian berita panjang yang lebih mudah dibaca,Kualitas Konten,Netral,augmented_round2_topup,1241
"Mohon kompas.id memperluas jangkauan berita hingga ke tingkat internasional agar pembaca bisa mendapat informasi yg lebih luas lagi, dan tetap jaga aksesibilitas biayanya 🙏",Kualitas Konten,Netral,augmented_round2_topup,670
"Mohon KOMPAS selalu memastikan berita yg disajikan akurat, terkini, dan berimbang supaya bisa menjadi sumber informasi terpercaya bagi masyarakat 🙏",Kualitas Konten,Netral,augmented_round2_topup,421
Apakah ada rencana untuk membuat akses Kompas lebih lancar di perangkat Android dan tersedia gratis?,Performa (Technical & Access),Netral,augmented_round2_topup,529
"Mohon pertimbangkan untuk menambahkan fitur baca nanti pada semua artikel, baik di website maupun aplikasi, karena masih ada beberapa artikel yg belum memiliki fungsi tersebut.",Fungsionalitas,Netral,augmented_round2_topup,737
"Mohon pertimbangkan untuk menyederhanakan alur pembayaran langganan di situs kompas.id, misalnya dengan fitur pembayaran sekali klik, dan pastikan sistem lebih cepat memproses transaksi karena saat ini waktu tunggu setelah pembayaran cukup lama, selain itu juga mohon agar tidak perlu mengisi ulang data identitas setiap kali berlangganan.",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,672
Apakah bisa ditambahkan animasi transisi halaman pada fitur epaper agar pengalaman membaca lebih mirip dengan membaca koran fisik?,Tampilan (UI/UX),Netral,augmented_round2_topup,648
Tolong kompas tetap menjaga standar berita yang objektif dan berimbang dalam setiap liputan,Kualitas Konten,Netral,augmented_round2_topup,1214
Apakah ada cara untuk menukarkan kode promo kompas id di aplikasi ini,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,755
"tolong tambahkan lebih banyak artikel dengan penjelasan detail dan investigasi mendalam, bukan cuma berita singkat",Kualitas Konten,Netral,augmented_round2_topup,1222
Mohon tambahkan fitur offline mode untuk e-paper agar tetap bisa diakses saat di pesawat. Terima kasih,Fungsionalitas,Netral,augmented_round2_topup,566
apakah kompas id mewajibkan berlangganan untuk bisa akses semua artikel?,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,986
Mohon tambahkan opsi dark mode agar lebih nyaman untuk membaca di malam hari,Tampilan (UI/UX),Netral,augmented_round2_topup,777
Apakah tersedia fitur untuk mengakses e-paper edisi lampau melalui arsip di aplikasi kompas id,Fungsionalitas,Netral,augmented_round2_topup,799
"Semoga kompas bisa memperdalam liputan ekonomi dan bisnis dengan detail yg lebih komprehensif, sehingga jadi satu platform lengkap untuk semua aspek kehidupan dalam satu genggaman.",Kualitas Konten,Netral,augmented_round2_topup,960
"Kak mohon bantu, saya punya kode voucher kompas untuk satu bulan tapi ga tau gimana cara redeem nya?",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,463
Mohon Kompas bisa memperluas jangkauan berita mengenai isu-isu lingkungan dan perubahan iklim di setiap edisi.,Kualitas Konten,Netral,augmented_round2_topup,1228
semoga kompas selalu melakukan verifikasi lengkap dari berbagai sumber sebelum menerbitkan berita,Kualitas Konten,Netral,augmented_round2_topup,1219
Semoga kompas lebih teliti dalam memverifikasi dan mengecek keakuratan informasi sebelum menerbitkan berita,Kualitas Konten,Netral,augmented_round2_topup,1223
"Tolong dong kompas tambahin artikel yg lebih detail dan analisisnya, jangan cuma berita kejadian aja.",Kualitas Konten,Netral,augmented_round2_topup,1222
"Mohon tambahkan opsi baca landscape dan fitur rotate otomatis, karena tampilan 2-page view pada koran memerlukan lebar layar yang lebih besar untuk kenyamanan membaca, juga diharapkan konten bisa diakses tanpa perlu download e-paper terlebih dahulu seperti di versi browser.",Tampilan (UI/UX),Netral,augmented_round2_topup,697
Semoga kompas terus menghadirkan investigasi mendalam dan terorganisir untuk topik-topik utama,Kualitas Konten,Netral,augmented_round2_topup,1242
Semoga konten berita terus diperbarui secara konsisten,Kualitas Konten,Netral,augmented_round2_topup,436
Apakah ada kemungkinan fitur orientasi landscape bisa ditambahkan untuk pengalaman membaca di iPhone?,Tampilan (UI/UX),Netral,augmented_round2_topup,773
Mohon tambahkan opsi tema warna lain selain putih agar ada variasi dalam tampilan aplikasi.,Tampilan (UI/UX),Netral,augmented_round2_topup,780
apakah perlu paket premium untuk mengunduh e-paper?,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,1167
Semoga beritanya tetap objektif dan independen ya.,Kualitas Konten,Netral,augmented_round2_topup,458
Apakah bisa aplikasi ini dioptimalkan agar loading lebih cepat dan error server berkurang? Semoga update berikutnya lebih stabil. Terima kasih,Performa (Technical & Access),Netral,augmented_round2_topup,598
Mohon tambahkan lebih banyak artikel yang relevan untuk kalangan muda agar mereka tertarik membaca konten kompas.id secara rutin.,Kualitas Konten,Netral,augmented_round2_topup,1155
Semoga kompas bisa menambah artikel dengan bahasa yang lebih sederhana dan mudah dimengerti oleh semua orang.,Kualitas Konten,Netral,augmented_round2_topup,1240
Mohon kompas lebih rutin memberikan update berita sektor ekonomi dan bisnis setiap harinya,Kualitas Konten,Netral,augmented_round2_topup,1211
apakah ada cara berlangganan kompas id dari aplikasi iphone atau harus lewat website,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,758
"Mohon pertimbangkan untuk menambahkan fitur back to top, misalnya dengan klik tab aktif agar bisa langsung kembali ke konten teratas + fitur refresh otomatis",Fungsionalitas,Netral,augmented_round2_topup,713
Semoga kompas bisa mendalami setiap topik dan tidak hanya menyentuh permukaannya saja.,Kualitas Konten,Netral,augmented_round2_topup,1221
"Apakah ada fitur untuk mengakses edisi arsip Kompas dari tahun-tahun sebelumnya, misalnya hingga 10 tahun lalu? Selain itu, mohon dipertimbangkan agar tampilan aplikasi bisa berorientasi landscape ketika hp diputar horizontal, seperti fitur di aplikasi pembaca e-book lainnya. Terima kasih.",Fungsionalitas,Netral,augmented_round2_topup,749
Apakah ada diskon khusus atau paket langganan yang lebih terjangkau untuk mahasiswa?,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,1047
tolong kompas.id tambahin infografis lebih banyak biar berita yang rumit jadi lebih gampang dipahami,Kualitas Konten,Netral,augmented_round2_topup,1237
Apakah bisa langganan pakai pulsa dari operator telkomsel,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,753
Semoga kompas bisa menambah variasi sudut pandang dalam artikel opini dan esainya agar lebih banyak suara yang terwakili,Kualitas Konten,Netral,augmented_round2_topup,1226
Mohon ada opsi pengaturan ukuran font agar teks bisa dibaca dengan lebih jelas sesuai preferensi pengguna.,Tampilan (UI/UX),Netral,augmented_round2_topup,488
"Semoga Kompas bisa menambah liputan ekonomi dan bisnis dengan analisis yg lebih mendalam, supaya pembaca dpt informasi bisnis yg lebih komprehensif dan detail seperti media bisnis khusus.",Kualitas Konten,Netral,augmented_round2_topup,960
"Semoga kompas bisa menambah artikel dengan pembahasan yang lebih detail, bukan hanya berita peristiwa saja.",Kualitas Konten,Netral,augmented_round2_topup,1222
"Apakah ada kemungkinan untuk menyediakan paket langganan gratis yang lebih banyak atau unlimited untuk pelajar dan mahasiswa, mengingat fitur gratis saat ini hanya tiga kali akses saja dan dirasa kurang memadai untuk kebutuhan mereka membaca berita.",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,630
Mohon perbaiki fitur tab agar tampilan bisa optimal saat diputar vertikal. Terima kasih,Performa (Technical & Access),Netral,augmented_round2_topup,1035
Apakah bisa ditambahkan fitur back to top dengan klik tab aktif dan refresh otomatis untuk kembali ke konten teratas?,Fungsionalitas,Netral,augmented_round2_topup,713
"Mohon sajikan berita dengan cara yang lebih seimbang dan proporsional, serta prioritaskan kepentingan publik dalam setiap liputan.",Kualitas Konten,Netral,augmented_round2_topup,1081
Mohon konten sepak bola di bagian olahraga bisa lebih rutin diperbarui.,Kualitas Konten,Netral,augmented_round2_topup,1205
semoga kompas selalu menjaga standar akurasi dan keseimbangan dalam setiap pemberitaannya,Kualitas Konten,Netral,augmented_round2_topup,1214
Mohon beritanya ditambah liputan mendalam tentang isu-isu lingkungan dan perubahan iklim ya,Kualitas Konten,Netral,augmented_round2_topup,1228
Mohon tambahkan lebih banyak artikel yang relevan untuk pembaca muda agar konten aplikasi lebih menarik bagi kalangan milenial dan gen z.,Kualitas Konten,Netral,augmented_round2_topup,1155
Semoga Kompas.id terus menjaga standar akurasi dan keseimbangan dalam setiap pemberitaan yang disajikan.,Kualitas Konten,Netral,augmented_round2_topup,1214
"Mohon berita yang disajikan selalu berimbang, proporsional, dan mengutamakan kepentingan publik daripada kepentingan penguasa.",Kualitas Konten,Netral,augmented_round2_topup,1081
Mohon Kompas menambah liputan tentang permasalahan industri sawit agar pembaca lebih memahami situasi petani sawit dan kebijakan pemerintah terkait sektor ini.,Kualitas Konten,Netral,augmented_round2_topup,965
Tolong tambahkan liputan investigasi yang lebih terstruktur untuk topik-topik penting.,Kualitas Konten,Netral,augmented_round2_topup,1242
"Apakah bisa ditambahkan fitur tab khusus untuk endless scrolling berita sehingga tidak hanya menampilkan berita hari itu saja, dan untuk epaper mohon jadikan judul berita sebagai link yang bisa langsung diklik untuk beralih ke tampilan baca.",Tampilan (UI/UX),Netral,augmented_round2_topup,733
"Semoga aplikasi Kompas bisa dioptimalkan agar lebih stabil dan minim error, serta update-nya lebih responsif. Terima kasih",Performa (Technical & Access),Netral,augmented_round2_topup,598
"Semoga kompas bisa menambahkan lebih banyak artikel dengan pembahasan detail, bukan hanya pemberitaan singkat tentang peristiwa.",Kualitas Konten,Netral,augmented_round2_topup,1222
Semoga kompas terus menambah liputan investigatif dengan analisis yang lebih mendalam,Kualitas Konten,Netral,augmented_round2_topup,1220
Mohon liputan berita kompas.id diperluas jangkauannya hingga ke tingkat internasional agar pembaca bisa mendapat perspektif global yang lebih luas.,Kualitas Konten,Netral,augmented_round2_topup,670
Mohon tambahkan fitur mode baca yang menyembunyikan navigasi agar pembaca bisa fokus pada konten.,Tampilan (UI/UX),Netral,augmented_round2_topup,995
langganan saya sudah tidak aktif sejak bulan kemarin,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,754
Mohon kompas lebih teliti dalam memverifikasi dan meneliti setiap berita sebelum dipublikasikan,Kualitas Konten,Netral,augmented_round2_topup,1223
"Mohon pertimbangkan untuk memberikan akses gratis lebih banyak bagi pelajar dan mahasiswa, karena saat ini hanya tersedia tiga kali baca gratis sebelum harus berlangganan berbayar, apakah bisa ditambah kuota gratisnya?",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,630
Apakah fitur e-paper bisa ditampilkan dalam mode full warna?,Fungsionalitas,Netral,augmented_round2_topup,400
Apakah ada paket berlangganan yg harganya sekitar 50 ribu rupiah?,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,392
Mohon tambahkan opsi tampilan gelap dan mode horizontal agar pengalaman membaca lebih fleksibel.,Tampilan (UI/UX),Netral,augmented_round2_topup,587
Semoga Kompas terus menjaga kredibilitas beritanya dari segala pengaruh eksternal.,Kualitas Konten,Netral,augmented_round2_topup,1212
Mohon kompas tingkatkan jumlah artikel investigasi dengan analisis yang lebih mendalam.,Kualitas Konten,Netral,augmented_round2_topup,1220
"Semoga kompas.id bisa tambah artikel yg relevan sama milenial dan anak muda, terus jelaskan lebih jelas manfaat berlangganan premium dibanding hanya fokus ke cara download aja.",Kualitas Konten,Netral,augmented_round2_topup,1155
"Mohon untuk mempermudah proses pembayaran langganan di kompas.id, apakah bisa ditambahkan fitur pembayaran otomatis atau one click payment, dan juga minta prosesnya lebih cepat setelah transaksi selesai karena saat ini harus menunggu lama untuk aktivasi akun, plus tidak perlu isi formulir identitas berulang kali setiap kali berlangganan ulang.",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,672
Tolong tingkatkan kejelasan dan akurasi penulisan berita di aplikasi ini ya.. terima kasih.,Kualitas Konten,Netral,augmented_round2_topup,461
Semoga segera ada opsi dark mode dan pengaturan ukuran font seperti aplikasi berita berbayar lainnya.,Tampilan (UI/UX),Netral,augmented_round2_topup,593
Tolong tingkatkan frekuensi pembaruan artikel sains dan teknologi di kompas,Kualitas Konten,Netral,augmented_round2_topup,1229
"Semoga kompas bisa menambah liputan berita ekonomi dan bisnis dengan detail yg lebih mendalam, sehingga 1 aplikasi bisa mencakup semua aspek kehidupan dalam 1 genggaman.",Kualitas Konten,Netral,augmented_round2_topup,960
"Apakah aplikasi ini bisa tersedia di Windows Store? Lebih nyaman membaca di PC dan Laptop, jadi ditunggu kehadirannya di platform tersebut.",Performa (Technical & Access),Netral,augmented_round2_topup,695
Mohon liputan beritanya lebih mendalam dan tidak hanya sekadar permukaan saja.,Kualitas Konten,Netral,augmented_round2_topup,1221
Tolong pastikan setiap berita yg ditampilkan tetap menjunjung tinggi standar jurnalisme yang objektif dan berimbang.,Kualitas Konten,Netral,augmented_round2_topup,1214
Mohon untuk memperluas cakupan berita tentang usaha kecil dan menengah di indonesia.,Kualitas Konten,Netral,augmented_round2_topup,1233
"Mohon tambahkan metode pembayaran lain untuk berlangganan, seperti voucher google play atau opsi pembayaran alternatif lainnya.",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,889
"Tolong kompas tingkatkan konten analitik yang lebih mendalam, bukan sekadar berita peristiwa biasa aja.",Kualitas Konten,Netral,augmented_round2_topup,1222
tolong kompas tambahkan perspektif yang lebih beragam dalam meliput setiap isu,Kualitas Konten,Netral,augmented_round2_topup,1216
Mohon setiap artikel kompas mencakup perspektif dari semua pihak yang terkait dalam berita tersebut.,Kualitas Konten,Netral,augmented_round2_topup,1219
Mohon artikel dari daerah di luar Jawa lebih sering ditampilkan agar cakupan beritanya lebih luas.,Kualitas Konten,Netral,augmented_round2_topup,1208
Tolong tambahkan perspektif yang lebih beragam dalam setiap pemberitaan isu tertentu.,Kualitas Konten,Netral,augmented_round2_topup,1216
Semoga KOMPAS bisa menambah artikel investigasi yang mendalam dan terverifikasi.,Kualitas Konten,Netral,augmented_round2_topup,1225
"Tolong kompas untuk lebih sering menghadirkan artikel dengan pembahasan mendalam, bukan sekadar pemberitaan peristiwa saja.",Kualitas Konten,Netral,augmented_round2_topup,1222
Mohon tambahkan opsi tema gelap atau warna lain selain putih untuk variasi tampilan aplikasi,Tampilan (UI/UX),Netral,augmented_round2_topup,780
Semoga kompas terus menjaga keseimbangan dalam menyajikan berbagai sudut pandang di setiap pemberitaannya.,Kualitas Konten,Netral,augmented_round2_topup,1213
Mohon pertimbangkan untuk menambahkan fitur pencarian yang bisa disaring berdasarkan tanggal publikasi,Fungsionalitas,Netral,augmented_round2_topup,1001
"Mohon pertimbangkan untuk menambah liputan yang lebih relevan bagi kalangan muda supaya mereka tertarik membaca berita di kompas.id, serta perbanyak komunikasi tentang nilai tambah berlangganan premium dibanding hanya fokus pada cara download.",Kualitas Konten,Netral,augmented_round2_topup,1155
Semoga KOMPAS bisa menambah artikel yg membahas isu-isu sosial dan kemasyarakatan dengan lebih detail dan mendalam,Kualitas Konten,Netral,augmented_round2_topup,1235
Apakah bisa ditambahkan filter pencarian untuk menampilkan berita paling populer atau terbaru?,Fungsionalitas,Netral,augmented_round2_topup,236
"Untuk akses berita berkualitas di Kompas.id memang diperlukan langganan berbayar, tapi bagi yg prefer gratis bisa pakai aplikasi berita lain yg tidak memerlukan subscription.",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,691
tolong tambahkan fitur filter pencarian berdasarkan waktu publikasi artikel,Fungsionalitas,Netral,augmented_round2_topup,1001
"Mohon tambahkan fitur tab khusus untuk berita pilihan agar bisa scroll terus-menerus, dan untuk epaper tolong buat judul berita menjadi link yang bisa langsung diklik untuk membuka tampilan baca.",Tampilan (UI/UX),Netral,augmented_round2_topup,733
Semoga kompas terus menghadirkan artikel-artikel dengan riset yang lebih komprehensif dan detail.,Kualitas Konten,Netral,augmented_round2_topup,1220
Semoga kompas bisa memperluas cakupan berita mengenai keberlanjutan lingkungan dan dampak perubahan iklim.,Kualitas Konten,Netral,augmented_round2_topup,1228
Mohon kompas menambah jangkauan berita internasional agar lebih variatif dan komprehensif,Kualitas Konten,Netral,augmented_round2_topup,1210
"Mohon liputan berita Kompas.id diperluas jangkauannya hingga ke tingkat internasional agar pembaca bisa mendapat perspektif global yang lebih luas, dan semoga biaya langganannya tetap terjangkau.",Kualitas Konten,Netral,augmented_round2_topup,670
Semoga kompas menambah liputan investigasi yang lebih mendalam dan terverifikasi,Kualitas Konten,Netral,augmented_round2_topup,1225
Tolong tambahkan lebih banyak artikel dengan analisis data yang mendalam dan terukur.,Kualitas Konten,Netral,augmented_round2_topup,1225
Semoga kompas terus memperbarui berita dengan informasi terbaru dan aktual setiap waktu.,Kualitas Konten,Netral,augmented_round2_topup,1204
Mohon konten opini dan esai di kompas lebih beragam dan mewakili berbagai perspektif yang ada.,Kualitas Konten,Netral,augmented_round2_topup,1226
Tolong kompas lebih sering liputi cerita-cerita inspiratif dari daerah-daerah di seluruh nusantara.,Kualitas Konten,Netral,augmented_round2_topup,1234
"Mohon tambahkan lebih banyak artikel yg relevan untuk pembaca muda dan milenial, serta perjelas manfaat berlangganan kompas.id agar mereka tertarik membaca.",Kualitas Konten,Netral,augmented_round2_topup,1155
Mohon redaksi kompas terus mempertahankan standar akurasi dan ketelitian dalam setiap penulisan beritanya.,Kualitas Konten,Netral,augmented_round2_topup,1227
Semoga konten berita luar negeri di kompas.id bisa ditambah dengan lebih bervariasi,Kualitas Konten,Netral,augmented_round2_topup,1210
Tolong tambahkan lebih banyak artikel yang menggunakan bahasa sederhana supaya bisa dipahami oleh semua orang.,Kualitas Konten,Netral,augmented_round2_topup,1240
"Mohon sajikan berita dengan perspektif yg seimbang dan proporsional, hindari bias penguasa, serta utamakan kepentingan publik dalam setiap liputan.",Kualitas Konten,Netral,augmented_round2_topup,1081
tolong tambahkan frekuensi update berita sepak bola agar pembaca bisa mendapat informasi terkini,Kualitas Konten,Netral,augmented_round2_topup,1205
"Semoga konten yang relevan untuk generasi muda bisa ditingkatkan lagi agar lebih menarik minat mereka membaca, dan strategi promosi tentang nilai tambah berlangganan kompas.id perlu diperkuat lebih gencar.",Kualitas Konten,Netral,augmented_round2_topup,1155
"Tolong tingkatkan kejelasan dan akurasi pemberitaannya ya, terima kasih.",Kualitas Konten,Netral,augmented_round2_topup,461
Tolong tambahkan update lebih rutin untuk rubrik sains dan teknologi di kompas.,Kualitas Konten,Netral,augmented_round2_topup,1229
Apakah memang harus berlangganan untuk bisa akses semua konten di kompas id,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,986
Semoga konten sains dan teknologi di Kompas.id bisa lebih rutin diupdate agar tetap aktual dan relevan.,Kualitas Konten,Netral,augmented_round2_topup,1229
Mohon kompas lebih teliti dalam mengumpulkan pernyataan dari semua narasumber sebelum menerbitkan berita.,Kualitas Konten,Netral,augmented_round2_topup,1219
Mohon Kompas tetap menjaga objektivitas dan keseimbangan dalam setiap pemberitaan.,Kualitas Konten,Netral,augmented_round2_topup,1218
Apakah semua berita memerlukan paket berlangganan?,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,136
Apakah ada opsi pembayaran langganan selain transfer bank biasa?,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,759
Apakah ada fitur untuk menyimpan artikel yang sudah diunduh agar tidak perlu download ulang setiap kali membuka aplikasi?,Fungsionalitas,Netral,augmented_round2_topup,1114
Semoga kompas terus menjaga kualitas dan akurasi berita dari semua penulis jurnalisnya.,Kualitas Konten,Netral,augmented_round2_topup,1227
Tolong tingkatkan frekuensi pembaruan konten di rubrik sains dan teknologi kompas.,Kualitas Konten,Netral,augmented_round2_topup,1229
Mohon rubrik sains dan teknologi di kompas.id lebih sering diperbarui agar konten tetap aktual.,Kualitas Konten,Netral,augmented_round2_topup,1229
semoga kompas.id terus mempertahankan objektivitas dan keseimbangan dalam setiap pemberitaan,Kualitas Konten,Netral,augmented_round2_topup,1218
masih ragu-ragu mau langganan atau engga,Langganan (Subscription & Pricing),Netral,augmented_round2_topup,985
Mohon tambahkan fitur unduh berita supaya bisa dibaca ketika sedang offline,Fungsionalitas,Netral,augmented_round2_topup,802
Tolong tambahkan akses kategori berita langsung dari menu utama di bagian bawah layar,Tampilan (UI/UX),Netral,augmented_round2_topup,1171
"Tolong tingkatkan kejelasan dan akurasi berita yg disajikan ya, terima kasih.",Kualitas Konten,Netral,augmented_round2_topup,461
Apakah bisa aplikasi ini dioptimalkan agar lebih stabil dan minim bug? Semoga update berikutnya lebih cepat dan interface lebih mudah digunakan. Terima kasih,Performa (Technical & Access),Netral,augmented_round2_topup,598
"Semoga kompas bisa menambah liputan ekonomi dan bisnis dengan detail yang lebih mendalam, supaya semua aspek kehidupan bisa tercakup dalam satu aplikasi.",Kualitas Konten,Netral,augmented_round2_topup,960
Semoga kompas.id bisa tambahkan format artikel panjang yang lebih mudah dipahami pembaca.,Kualitas Konten,Netral,augmented_round2_topup,1241
"Apakah ada kemungkinan untuk membaca artikel tanpa perlu berlangganan berbayar, agar semua orang bisa mengakses konten dengan lebih mudah?",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,196
mohon kompas tambah lebih banyak artikel investigasi mendalam yg berbasis data,Kualitas Konten,Netral,augmented_round2_topup,1225
Tolong kompas tambahkan lebih banyak konten berita dengan format visual yg lebih menarik,Kualitas Konten,Netral,augmented_round2_topup,1236
Mohon standar penulisan jurnalistik di Kompas tetap terjaga dengan konsisten oleh semua tim redaksinya.,Kualitas Konten,Netral,augmented_round2_topup,1227
Mohon tambahkan lebih banyak analisis dari para pakar dalam setiap berita penting yang disajikan.,Kualitas Konten,Netral,augmented_round2_topup,1224
Tolong tambahkan artikel sains dan teknologi lebih rutin supaya konten tetap aktual.,Kualitas Konten,Netral,augmented_round2_topup,1229
Semoga kompas bisa menambah jangkauan liputan berita dunia supaya lebih komprehensif,Kualitas Konten,Netral,augmented_round2_topup,1210
Apakah bisa interface aplikasi ini dibuat lebih user-friendly dan responsif saat digunakan? Terima kasih,Tampilan (UI/UX),Netral,augmented_round2_topup,598
Tolong tingkatkan desain antarmuka Kompas agar lebih user-friendly dan responsif. Semoga update berikutnya bisa meminimalkan bug juga. Terima kasih.,Tampilan (UI/UX),Netral,augmented_round2_topup,598
Semoga kompas.id bisa memperluas liputan tentang isu kesehatan masyarakat khususnya di wilayah terpencil,Kualitas Konten,Netral,augmented_round2_topup,1230
Mohon tambahkan fitur mode baca dengan latar gelap agar lebih optimal untuk membaca di kondisi cahaya rendah.,Tampilan (UI/UX),Netral,augmented_round2_topup,694
Mohon kompas menambah liputan investigasi mendalam yang lebih informatif dan terperinci,Kualitas Konten,Netral,augmented_round2_topup,1225
Mohon kompas menggali lebih dalam setiap topik dan tidak hanya menyentuh permukaannya saja.,Kualitas Konten,Netral,augmented_round2_topup,1221
"Semoga kompas bisa menambah artikel dengan pembahasan analitis yang lebih mendalam, bukan cuma berita peristiwa biasa aja.",Kualitas Konten,Netral,augmented_round2_topup,1222
"Tolong jangkauan berita kompas.id diperluas lagi hingga ke tingkat dunia supaya pembaca bisa dapet informasi yg lebih luas, dan semoga biayanya tetap terjangkau oke!!!",Kualitas Konten,Netral,augmented_round2_topup,670
Tolong tambahkan lebih banyak artikel jurnalisme data yang mendalam dan informatif.,Kualitas Konten,Netral,augmented_round2_topup,1225
"Apakah bisa semua artikel dan buku bisa diakses gratis tanpa perlu berlangganan berbayar, supaya lebih banyak orang yang bisa membaca",Langganan (Subscription & Pricing),Netral,augmented_round2_topup,196
