Komentar,UI/UX,Functionality,Subscription & Pricing,Content Quality,Technical & Access
Semoga kompas terus menyajikan berita yg berimbang dan memberikan kesempatan suara untuk semua pihak.,,,,0.0,
Semoga kompas terus verifikasi berita sebelum dipublikasikan yaa,,,,0.0,
Semoga kompas tetap objektif dan tidak memihak dalam meliput semua kalangan,,,,0.0,
Semoga kompas.id bisa memperluas liputan tentang isu kesehatan masyarakat khususnya di wilayah terpencil,,,,0.0,
Semoga kompas.id bisa menambah artikel dengan bahasa yang lebih sederhana supaya mudah dipahami oleh semua kalangan.,,,,0.0,
Semoga kompas.id bisa menambah artikel yang mengulas isu-isu sosial kemasyarakatan dengan pembahasan lebih mendalam,,,,0.0,
"Semoga kompas.id bisa tambah artikel yg relevan sama milenial dan anak muda, terus jelaskan lebih jelas manfaat berlangganan premium dibanding hanya fokus ke cara download aja.",,,,0.0,
Semoga kompas.id bisa tambahkan format artikel panjang yang lebih mudah dipahami pembaca.,,,,0.0,
Semoga kompas.id terus mempertahankan objektivitas dan kredibilitas beritanya tanpa pengaruh dari pihak manapun.,,,,0.0,
Semoga kompas.id terus menambah artikel investigasi mendalam yang lebih komprehensif,,,,0.0,
Semoga konten berita di aplikasi ini bisa lebih detail dan tepat sasaran ya.,,,,0.0,
"Semoga konten berita ekonomi dan bisnis di Kompas.id bisa lebih mendalam dan detail, sehingga bisa jadi satu-satunya sumber informasi lengkap yg dibutuhkan pembaca setiap hari.",,,,0.0,
Semoga konten berita global di kompas bisa ditambah dengan liputan yang lebih mendalam dan variatif.,,,,0.0,
Semoga konten berita global di kompas bisa lebih mendalam dan mencakup berbagai perspektif yg berbeda,,,,0.0,
Semoga konten berita internasional di kompas.id bisa ditambah lebih banyak dan variatif,,,,0.0,
Semoga konten berita kompas bisa lebih mendalam dan ga hanya sekadar liputan permukaan aja.,,,,0.0,
Semoga konten berita kompas bisa lebih mendalam dan tidak hanya sekadar cover saja,,,,0.0,
Semoga konten berita kompas terus menjaga keseimbangan dan memberikan kesempatan suara kepada berbagai perspektif.,,,,0.0,
Semoga konten berita kompas.id bisa ditingkatkan kejelasan dan akurasi faktanya ya.,,,,0.0,
Semoga konten berita kompas.id bisa lebih objektif dan memberikan kesempatan suara kepada berbagai perspektif,,,,0.0,
Semoga konten berita luar negeri di kompas.id bisa ditambah dengan lebih bervariasi,,,,0.0,
Semoga konten berita panjang di kompas bisa ditampilkan dengan format yang lebih mudah dicerna pembaca,,,,0.0,
Semoga konten berita terus diperbarui secara konsisten,,,,0.0,
Semoga konten beritanya terus diperbarui secara berkala,,,,0.0,
"Semoga konten di Kompas bisa ditambah dengan format lain seperti podcast atau video pendek biar lebih beragam selain berita, video, e-paper, dan artikel interaktif yg udah ada.",,,,0.0,
Semoga konten opini dan esai di Kompas.id semakin bervariasi dan mewakili berbagai perspektif yang ada.,,,,0.0,
Semoga konten opini dan esai di aplikasi ini bisa lebih beragam dan mewakili berbagai perspektif yang ada.,,,,0.0,
Semoga konten opini dan esai di aplikasi ini semakin bervariasi dan mewakili berbagai perspektif,,,,0.0,
Semoga konten sains dan teknologi di Kompas.id bisa lebih rutin diupdate agar tetap aktual dan relevan.,,,,0.0,
Semoga konten sains dan teknologi di kompas bisa lebih rutin diperbarui dengan artikel-artikel terbaru.,,,,0.0,
Semoga konten sains dan teknologi kompas lebih rutin diupdate,,,,0.0,
Semoga konten sepak bola bisa diperbarui lebih rutin dan konsisten setiap harinya.,,,,0.0,
Semoga konten yang disajikan lebih disesuaikan dengan minat anak muda dan milenial agar mereka tertarik membaca berita di aplikasi ini.,,,,0.0,
"Semoga konten yang relevan untuk generasi muda bisa ditingkatkan lagi agar lebih menarik minat mereka membaca, dan strategi promosi tentang nilai tambah berlangganan kompas.id perlu diperkuat lebih gencar.",,,,0.0,
Semoga konten yang relevan untuk generasi muda bisa lebih diperbanyak lagi agar mereka tertarik membaca berita di aplikasi ini.,,,,0.0,
Semoga konten yang relevan untuk kalangan muda bisa ditambah lebih banyak lagi agar mereka tertarik membaca di aplikasi ini.,,,,0.0,
Semoga liputan di kompas.id bisa lebih mendalam dan tidak hanya sekadar mengulas permukaan masalahnya saja.,,,,0.0,
Semoga redaksi kompas terus menjaga kredibilitas dan objektivitas dalam setiap pemberitaan yang disajikan.,,,,0.0,
Semoga rubrik opini dan esai kompas bisa menampilkan perspektif yang lebih beragam dan inklusif dari berbagai kalangan,,,,0.0,
Semoga segera ada opsi dark mode dan pengaturan ukuran font seperti aplikasi berita berbayar lainnya.,0.0,,,,
"Semua fitur berita dikunci paywall, padahal cukup dibuat gratis aja biar semua orang Indonesia bisa akses informasi dengan mudah.",,,-1.0,,
"Senang bgt, beritanya akurat dan kredibel",,,,1.0,
Senang bisa membaca berita yang akurat dan bisa dipercaya sepenuhnya,,,,1.0,
"Sering ada penawaran menarik untuk langganan, harganya jadi lebih terjangkau dan worth it bgt deh",,,1.0,,
"Sering ada promo langganan yg menarik bgt, harga berlangganannya jadi lebih terjangkau dan worth it bgt deh",,,1.0,,
"Sering kali login gagal karena server lagi maintenance, bikin kesal banget.",,,,,-1.0
"Seru banget dapet akses penuh ke semua konten Kompas dengan harga yang super terjangkau, worth it bgt buat baca berita berkualitas! 👍😊",,,1.0,,
"Setelah bayar langganan, aplikasi jadi error dan artikel gabisa dibuka sama sekali, CS cuma nyaranin buka lewat website aja, udah 1 bulan berlangganan tapi aplikasinya rusak terus jadi gak bisa dipake, harus log-in berkali-kali di web jadinya ribet banget.",,,,,-1.0
"Setelah bayar langsung bisa langsung diakses premium-nya, ga perlu nunggu lama, praktis banget!",,,1.0,,
"Setelah di-update aplikasi jadi error, e-paper nya gabisa dibuka sama sekali",,,,,-1.0
"Setelah diupdate, aplikasi tidak lagi crash. Sangat bagus.",,,,,1.0
"Setelah pembayaran berhasil, akun premium langsung bisa digunakan tanpa perlu menunggu lama",,,,,1.0
"Setelah reinstall aplikasi langsung bisa login dengan lancar tanpa masalah, makasih tim supportnya",,,,,1.0
"Setelah reinstall aplikasinya langsung login dengan lancar tanpa masalah, makasih tim Kompas!",,,,,1.0
"Setelah saya coba geser, aplikasinya langsung keluar",,,,,-1.0
"Setelah terbuka di halaman depan, akan selalu crash dan menutup begitu digunakan di iPad Mini dg iOS 11.3.1

Ayo diperbaiki lagi, supaya saya jadi langganan epaper premium. Ayo kompas kamu bisa lebih baik lagi",,,,,-1.0
Setelah update aplikasi ePaper jadi error dan tidak bisa diakses sama sekali.,,,,,-1.0
Setelah update epaper jadi ga bisa dibuka sama sekali,,,,,-1.0
"Setelah update malah error, epaper ga bisa dibuka di iOS 14",,,,,-1.0
"Setelah update terbaru aplikasi jadi error terus, berita ga bisa dibuka padahal udah login dan langganan aktif, muncul notif belum berlangganan mulu, tolong diperbaiki dong",,,,,-1.0
"Setelah update terbaru tanggal 17 Nov, aplikasi jadi error dan ga bisa di-download sama sekali. Padahal sebelumnya lancar. Mohon diperbaiki segera dong",,,,,-1.0
"Setelah update terbaru, aplikasi sering lag dan bermasalah saat scroll di halaman utama Kompas. Pakai iPad Pro iPadOS 15.4.1 tapi tetap error. Tolong diperbaiki.",,,,,-1.0
"Setelah update terbaru, e-paper jadi susah dibaca di iPad karena hanya support mode landscape, padahal dulu bisa portrait juga. Sangat mengecewakan!",-1.0,,,,
"Setelah update terbaru, epaper jadi error dan ga bisa diakses sama sekali",,,,,-1.0
"Setelah update terbaru, file yang sudah diunduh hilang dan ga bisa diakses. Jadi setiap kali mau baca harus download lagi, sangat merepotkan.",,,,,-1.0
"Setelah update terbaru, ga bisa download epaper di ipad apple sama sekali.",,,,,-1.0
"Setelah update terbaru, tampilan di iPad malah jadi berantakan—selalu memaksa landscape padahal orientasi udah dikunci portrait, jadi gak nyaman dibaca sama sekali tolong dibenerin ya.",-1.0,,,,
"Setelah update, e-paper ga bisa dibuka di iPad. Tolong diperbaiki segera...",,,,,-1.0
"Setelah update, font aplikasi Kompas.id jadi buram dan susah dibaca, mata jadi lelah. Tolong kembalikan font lama atau minimal kasih pilihan font yang lebih nyaman buat pembaca.",-1.0,,,,
"Setelah update, saat membaca ePaper mode full screen, tombol navigasi halaman di bawah ga bisa hilang otomatis, jadi konten artikel bagian bawah jadi tertutup dan ga bisa dibaca.",-1.0,,,,
"Setelah update, tampilan jadi berantakan di iPad mini, ga sesuai ukuran layarnya.",-1.0,,,,
"Setelah upgrade aplikasi jadi error terus, ga bisa buka ePaper sama sekali padahal saya cuma bayar buat versi digital aja",,,,,-1.0
"Setelah upgrade, e-paper jadi error dan ga bisa dibuka sama sekali",,,,,-1.0
"Setiap hari bisa dapetin berita yg komprehensif mulai dari politik, ekonomi, olahraga hingga isu-isu terkini yg paling update.",,,,1.0,
"Setiap kali saya buka ePaper yang udah diunduh untuk dibaca offline, selalu ada error di file pdfnya jadi harus download ulang lagi, padahal sinyal bagus. Gimana sih cara laporin bug ini?",,,,,-1.0
"Setiap kali saya coba akses artikel Kompas lewat Safari di iPad, langsung di-redirect ke aplikasi terus muncul error ""artikel tidak ditemukan"". Jadi saya gabisa baca webpage Kompas di iPad karena selalu di-redirect gitu. Tadi mau buka link ""Promosi-kompas"" terjadi lagi hal yang sama. Ini sih terjadi di kebanyakan link Kompas, sangat mengganggu banget.",,,,,-1.0
Setiap kali scroll pasti langsung crash aplikasinya,,,,,-1.0
"Sudah bayar berlangganan 6 bulan, tapi fitur download pdf nya error terus ga bisa dipakai. Sayang banget duitnya...tolong diperbaiki dong!",,,,,-1.0
"Sudah bayar berlangganan setahun tapi aplikasi tetap error, gabisa buka berita sama sekali, ini kenapa sih?",,,,,-1.0
"Sudah bayar berlangganan tapi fitur premium tetap ga bisa diakses, customer service juga susah banget dihubungi dan lama respon.",,,,,-1.0
"Sudah bayar langganan bulanan tapi akun masih belum teraktivasi, kenapa gini?",,,,,-1.0
"Sudah bayar langganan tapi ga bisa login, error terus di akses",,,,,-1.0
"Sudah bayar langganan tapi sistem masih bilang belum aktif, jadinya ga bisa akses epaper sama sekali",,,,,-1.0
Sudah bayar lewat browser tapi epaper di aplikasi tetap gak bisa dibuka.. gimana ini solusinya??,,,,,-1.0
Sudah berlangganan premium tapi fitur e-paper masih ga bisa dibuka dengan lancar..sangat mengecewakan..apalagi setiap kali download koran digital file nya error dan tidak terbuka..ini benar benar bikin frustrasi.,,-1.0,,,
Sudah konfirmasi pembayaran berlangganan tapi aplikasi masih error dan tidak bisa akses konten premium.,,,,,-1.0
Sudah lancar di iPad. Terima kasih atas respon dari developer!,,,,,1.0
Sudah langganan tapi aplikasi ga bisa buka e-paper kompas..sangat mengecewakan..aneh banget klo udah download file malah error ga bisa dibuka..ini beneran bikin kesal..minta diperbaiki segera.,,,,,-1.0
"Sudah transfer pembayaran Kompas Premium + Koran tapi akun saya sampe sekarang masih belum aktif, padahal udah menunggu lama bgt. Berapa lama sih proses aktivasi berlangganan di Kompas? Jadi rugi waktu nih.",,,,,-1.0
Sudah transfer pembayaran tapi akun masih belum bisa diaktifkan... error terus aplikasinya 👎👎👎,,,,,-1.0
"Suka baca berita kompas cetak tapi sayang fitur download epaper nya gak bisa disimpan permanen, jadi gak bisa dibaca lagi kapan-kapan kalo udah offline",,-1.0,,,
TTS nya sering internal server error,,,,,-1.0
"Tampilan aplikasi di iPad sangat tidak nyaman, fontnya terlalu kecil dan sulit dibaca meski mata normal, padahal perlu di-zoom dulu baru bisa dilihat dengan jelas.",-1.0,,,,
"Tampilan aplikasi ga responsif sama sekali, layout jadi berantakan di hp saya. Teksnya sering kepotong dan gelagapan, jadinya harus buka dari laptop aja biar nyaman.",-1.0,,,,
Tampilan artikelnya rapi dan nyaman untuk dibaca,1.0,,,,
"Tampilan di iPad mini 7 orientasi portrait masih ada yang terpotong di sisi kanan kiri, jadi kurang nyaman dipandang. Tolong diperbaiki ya.",-1.0,,,,
"Tampilan di iPad mini masih bermasalah, konten sering terpotong di sisi kanan kirinya tolong diperbaiki",-1.0,,,,
"Tampilan ePaper di HP kok jadi berantakan, nama file nya muncul di kanan terus nutup teks jadi susah dibaca banget. Di tablet sih oke, tapi di handphone kok gini? Tolong dong dihilangkan nama filenya biar bisa baca dengan nyaman.",-1.0,,,,
"Tampilan epaper kompas bagus sih, tapi sayang banget ga bisa diputar landscape di iPad saya, jadi harus selalu portrait aja yang bikin tidak nyaman. Tolong dong min ditambahkan fitur rotasi layar biar lebih fleksibel, soalnya sumber berita favorit saya cuma kompas. Semoga segera diupdate ya, kalo udah bisa landscape pasti saya kasih rating 5 bintang deh, keep up the good work!",-1.0,,,,
"Tampilan interface aplikasi semakin berantakan, desainnya jadi ga menarik bgt. Kapan diperbaiki min?",-1.0,,,,
"Tampilan subscription section masih berantakan dengan kode HTML yang keliatan, bikin user bingung banget. Padahal udah bayar berlangganan tapi informasinya ga jelas disajikan. Bagian UI lainnya sih oke aja, tapi ini perlu urgent diperbaiki.",-1.0,,,,
"Tampilan tab vertikal masih perlu dioptimalkan bgt, jadi agak berantakan gitu",-1.0,,,,
"Tampilannya kurang eye-catching dan desainnya membuat mata cepat lelah, ditambah lagi fitur copy-paste nya ga ada jadi ribet banget buat yang butuh ambil referensi dari artikel.",-1.0,,,,
"Tampilannya penuh banget sama iklan, bikin mata sakit. Desainnya berantakan, prioritas cari duit aja kayaknya.",-1.0,,,,
Tata letak berita di halaman utama ditampilkan dalam format grid dua kolom.,0.0,,,,
"Teks nya terlalu kecil bgt, susah dibaca apalagi buat yg punya mata minus. Mohon tambahin fitur pengatur ukuran font dong, soalnya setting di pengaturan iPhone juga ga bekerja...",-1.0,,,,
Terima kasih udah ngasih berita akurat saat media lain pada diem aja,,,,1.0,
"Terlalu banyak paywall skrg, padahal kompas udah dapet revenue banyak dr iklan aja kok mesti charge user segala....",,,-1.0,,
"Terus pertahankan kredibilitas berita yg akurat dan terpercaya, jangan sampai jadi clickbait murahan kaya media lain..semoga Kompas tetap jadi sumber informasi yg bisa dipercaya dan mendidik masyarakat Indonesia.",,,,1.0,
"Tiba-tiba jadi berbayar, langsung aku hapus. Dulu kan gratis, sekarang minta bayaran.",,,-1.0,,
"Tidak berfungsi di iOS14, tolong diperbaiki",,,,,-1.0
Tidak berfungsi...setelah diinstal hanya muncul layar putih,,,,,-1.0
Tidak bisa digunakan di iPad Pro dengan iOS terbaru,,,,,-1.0
Tidak bisa download dan membuka e-paper setelah upgrade,,,,,-1.0
"Tidak bisa masuk pakai akun google, epaper jadi nggak bisa dibuka.",,,,,-1.0
Tidak tahu kenapa aplikasi ini memaksa saya menggunakan mode landscape. Jadi susah untuk membaca artikel,-1.0,,,,
"Tolong KOMPAS lebih konsisten dalam menyajikan berita yg faktual, terkini, dan berimbang supaya bisa menjadi rujukan terpercaya bagi seluruh masyarakat 🙏",,,,0.0,
Tolong appnyansupaya bisa rotate donk!!!,0.0,,,,
Tolong berita-beritanya lebih faktual dan konkret yaa,,,,0.0,
Tolong berita-beritanya terus diperbarui ya.,,,,0.0,
Tolong cakupan beritanya diperluas lagi sampai ke tingkat internasional biar jangkauan pembacanya lebih luas dan beragam.,,,,0.0,
"Tolong diperbaiki lagi layout ePaper nya, banyak yang nutup teks nya",-1.0,,,,
Tolong diperbaiki! Aplikasi force closed setelah scrolling. iOS 16,,,,,-1.0
"Tolong diperbaiki, aplikasinya error saat mau buka epaper",,,,,-1.0
"Tolong dong kompas tambahin artikel yg lebih detail dan analisisnya, jangan cuma berita kejadian aja.",,,,0.0,
"Tolong jangkauan berita kompas.id diperluas lagi hingga ke tingkat dunia supaya pembaca bisa dapet informasi yg lebih luas, dan semoga biayanya tetap terjangkau oke!!!",,,,0.0,
Tolong kompas lebih sering liputi cerita-cerita inspiratif dari daerah-daerah di seluruh nusantara.,,,,0.0,
Tolong kompas tambahkan artikel yang lebih mudah dicerna oleh semua kalangan masyarakat.,,,,0.0,
Tolong kompas tambahkan lebih banyak artikel dengan penjelasan yg sederhana supaya mudah dipahami semua orang,,,,0.0,
Tolong kompas tambahkan lebih banyak artikel investigasi mendalam yang memberikan informasi lengkap.,,,,0.0,
Tolong kompas tambahkan lebih banyak artikel yg menggunakan bahasa sederhana agar mudah dipahami oleh semua orang.,,,,0.0,
Tolong kompas tambahkan lebih banyak konten berita dengan format visual yg lebih menarik,,,,0.0,
Tolong kompas tambahkan lebih banyak konten berita dengan visualisasi yang lebih variatif.,,,,0.0,
Tolong kompas tambahkan lebih banyak update berita ekonomi dan bisnis setiap hari.,,,,0.0,
Tolong kompas tambahkan liputan investigatif yang lebih sistematis untuk topik-topik penting.,,,,0.0,
"Tolong kompas tambahkan liputan lebih mendalam tentang permasalahan industri sawit, khususnya terkait kebijakan pajak pemerintah dan mekanisme penetapan harga yg dilakukan pabrik sawit terhadap petani.",,,,0.0,
Tolong kompas terus pertahankan keseimbangan dalam penyajian setiap beritanya,,,,0.0,
Tolong kompas tetap menjaga keseimbangan perspektif dalam setiap berita yg disajikan,,,,0.0,
Tolong kompas tetap menjaga objektivitas dalam setiap berita yang ditampilkan,,,,0.0,
Tolong kompas tetap menjaga objektivitas dan keseimbangan dalam penyajian setiap beritanya.,,,,0.0,
Tolong kompas tetap menjaga standar berita yang objektif dan berimbang dalam setiap liputan,,,,0.0,
"Tolong kompas tingkatkan konten analitik yang lebih mendalam, bukan sekadar berita peristiwa biasa aja.",,,,0.0,
"Tolong kompas tingkatkan liputan tentang industri sawit, khususnya mengenai kebijakan pajak pemerintah dan penetapan harga oleh pabrik yang berdampak pada petani sawit.",,,,0.0,
"Tolong kompas untuk lebih sering menghadirkan artikel dengan pembahasan mendalam, bukan sekadar pemberitaan peristiwa saja.",,,,0.0,
"Tolong kompas.id perluas jangkauan berita internasional supaya pembaca bisa dapet informasi dunia yg lebih lengkap, dan semoga tetap terjangkau untuk semua orang.",,,,0.0,
"Tolong kompas.id tambahkan lebih banyak artikel investigasi dan penjelasan detail, bukan cuma berita singkat peristiwa aja.",,,,0.0,
Tolong konten berita nya di update lebih sering lagi 😊,,,,0.0,
"Tolong pastikan berita yg disajikan akurat dan faktual, jangan terlalu banyak iklan",,,,0.0,
"Tolong pastikan setiap berita yg disajikan KOMPAS selalu akurat, netral, dan terkini supaya bisa menjadi sumber informasi terpercaya bagi masyarakat 🙏",,,,0.0,
Tolong pastikan setiap berita yg ditampilkan tetap menjunjung tinggi standar jurnalisme yang objektif dan berimbang.,,,,0.0,
"Tolong perbaiki bug-nya, aplikasi terus crash setelah sign in.",,,,,-1.0
Tolong sajikan berita yang lebih faktual dan konkret,,,,0.0,
Tolong tambahkan akses kategori berita langsung dari menu utama di bagian bawah layar,0.0,,,,
Tolong tambahkan artikel sains dan teknologi lebih rutin supaya konten tetap aktual.,,,,0.0,
"Tolong tambahkan fitur back to top, misalnya dengan klik tab aktif aplikasi agar bisa langsung kembali ke konten teratas + refresh otomatis",,0.0,,,
Tolong tambahkan fitur dark mode agar pembaca bisa menyesuaikan latar belakang aplikasi sesuai kondisi pencahayaan sekitar.,0.0,,,,
Tolong tambahkan fitur dark mode dan pengaturan ukuran teks seperti aplikasi berita berbayar lainnya.,0.0,,,,
Tolong tambahkan fitur kompaskarier di aplikasi ini seperti yang ada di website kompas .. mohon dipertimbangkan,,0.0,,,
Tolong tambahkan fitur kompass karir yg sama seperti di website kompas.. semoga bisa segera ditambahkan fiturnya,,0.0,,,
Tolong tambahkan fitur mode gelap dan tingkatkan responsifitas tampilan aplikasi di berbagai ukuran layar.,0.0,,,,
Tolong tambahkan fitur pencarian yang bisa disaring berdasarkan waktu penerbitan berita.,,0.0,,,
Tolong tambahkan kemampuan text to speech yang bisa tetap berjalan saat membuka aplikasi lain di background,,0.0,,,
"Tolong tambahkan konten dalam format podcast dan video pendek selain berita, video, e-paper, dan artikel interaktif yang sudah ada.",,,,0.0,
Tolong tambahkan lebih banyak analisis mendalam untuk berita-berita dari Jawa Tengah.,,,,0.0,
Tolong tambahkan lebih banyak artikel dengan analisis data yang mendalam dan terukur.,,,,0.0,
"Tolong tambahkan lebih banyak artikel dengan pembahasan mendalam, bukan hanya sekadar pemberitaan peristiwa saja.",,,,0.0,
"Tolong tambahkan lebih banyak artikel dengan penjelasan detail dan konteks, bukan hanya berita singkat tentang kejadian",,,,0.0,
Tolong tambahkan lebih banyak artikel jurnalisme data yang memberikan informasi mendalam.,,,,0.0,
Tolong tambahkan lebih banyak artikel jurnalisme data yang mendalam dan informatif.,,,,0.0,
Tolong tambahkan lebih banyak artikel tentang isu-isu sosial kemasyarakatan dengan pembahasan yg lebih detail dan komprehensif.,,,,0.0,
Tolong tambahkan lebih banyak artikel yang disajikan dengan bahasa yang accessible untuk semua segmen pembaca.,,,,0.0,
Tolong tambahkan lebih banyak artikel yang menggunakan bahasa sederhana supaya bisa dipahami oleh semua orang.,,,,0.0,
"Tolong tambahkan lebih banyak artikel yang relevan untuk pembaca muda supaya mereka tertarik membaca kompas.id, dan gencarkan promosi tentang nilai tambah aplikasi premium ini dibanding cara downloadnya aja.",,,,0.0,
Tolong tambahkan lebih banyak artikel yg mengupas isu-isu sosial dan kemasyarakatan secara lebih detail.,,,,0.0,
"Tolong tambahkan lebih banyak artikel yg relevan untuk kalangan muda supaya mereka tertarik baca di kompas.id, dan jelaskan lebih gencar apa manfaat sebenarnya pake aplikasi ini dibanding yg lain.",,,,0.0,
Tolong tambahkan lebih banyak cerita-cerita inspiratif dari berbagai daerah di seluruh Indonesia.,,,,0.0,
Tolong tambahkan lebih banyak konten berita dengan visualisasi yang lebih informatif dan menarik.,,,,0.0,
Tolong tambahkan lebih banyak konten video singkat yang gampang dipahami di kompas.id,,,,0.0,
Tolong tambahkan lebih banyak konten video singkat yang mudah dipahami di aplikasi kompas,,,,0.0,
Tolong tambahkan lebih banyak liputan tentang perkembangan teknologi dan startup Indonesia di kompas.id,,,,0.0,
Tolong tambahkan liputan investigasi yang lebih terstruktur untuk topik-topik penting.,,,,0.0,
"Tolong tambahkan liputan kesehatan yg lebih luas, khususnya untuk masyarakat di daerah terpencil",,,,0.0,
Tolong tambahkan liputan lebih mendalam tentang perkembangan teknologi dan startup lokal Indonesia.,,,,0.0,
Tolong tambahkan opsi orientasi landscape untuk membaca artikel dengan lebih lebar,0.0,,,,
Tolong tambahkan opsi orientasi landscape untuk membaca koran cetak.,0.0,,,,
Tolong tambahkan opsi ukuran font yang lebih besar di pengaturan tampilan,0.0,,,,
Tolong tambahkan opsi untuk memperbesar ukuran teks di pengaturan tampilan,0.0,,,,
Tolong tambahkan opsi untuk mengakses kategori berita langsung dari menu navigasi bawah layar agar lebih mudah,0.0,,,,
Tolong tambahkan opsi untuk mengatur frekuensi notifikasi berita terbaru agar tidak terlalu banyak,,0.0,,,
Tolong tambahkan perspektif yang lebih beragam dalam pemberitaan setiap isu yang diangkat.,,,,0.0,
Tolong tambahkan perspektif yang lebih beragam dalam setiap pemberitaan isu tertentu.,,,,0.0,
Tolong tambahkan update lebih rutin untuk rubrik sains dan teknologi di kompas.,,,,0.0,
Tolong tingkatkan desain antarmuka Kompas agar lebih user-friendly dan responsif. Semoga update berikutnya bisa meminimalkan bug juga. Terima kasih.,0.0,,,,
Tolong tingkatkan frekuensi pembaruan artikel sains dan teknologi di kompas,,,,0.0,
Tolong tingkatkan frekuensi pembaruan konten di rubrik sains dan teknologi kompas.,,,,0.0,
Tolong tingkatkan frekuensi update berita sepak bola di aplikasi ini.,,,,0.0,
Tolong tingkatkan jumlah artikel investigatif yang lebih mendalam dan menyeluruh.,,,,0.0,
Tolong tingkatkan jumlah artikel yang menggunakan bahasa sederhana agar dapat diakses oleh semua pembaca.,,,,0.0,
Tolong tingkatkan jumlah artikel yang mengupas isu-isu sosial dan kemasyarakatan dengan analisis yang lebih komprehensif.,,,,0.0,
Tolong tingkatkan keakuratan dan kelengkapan berita agar masyarakat bisa mempercayai KOMPAS sebagai sumber informasi utama 🙏,,,,0.0,
Tolong tingkatkan kedalaman pemberitaan mengenai isu-isu sosial dan kemasyarakatan di aplikasi ini.,,,,0.0,
"Tolong tingkatkan kejelasan dan akurasi berita yg disajikan ya, terima kasih.",,,,0.0,
"Tolong tingkatkan kejelasan dan akurasi dalam penyajian berita ya, terima kasih.",,,,0.0,
"Tolong tingkatkan kejelasan dan akurasi pemberitaannya ya, terima kasih.",,,,0.0,
Tolong tingkatkan kejelasan dan akurasi penulisan berita di aplikasi ini ya.. terima kasih.,,,,0.0,
Tolong tingkatkan porsi artikel yang mengupas isu-isu sosial dan kemasyarakatan dengan pembahasan yg lebih mendalam.,,,,0.0,
Tombol navigasi di iPad terus error dan membuat aplikasi crash berkali-kali,,,,,-1.0
"Tombol verifikasi error terus, aplikasi gabisa dibuka sama sekali",,,,,-1.0
"Trik nipu, suruh sign in katanya gratis eh ternyata mesti bayar langganan buat baca berita lengkap 😤 aplikasi menipu banget sih.",,,-1.0,,
"Udah baca beberapa artikel tp kok berita sama gambarnya ga match, jadi bingung maksudnya apa sih.",,,,-1.0,
"Udah bayar berlangganan bulanan, tapi login ga bisa masuk.",,,,,-1.0
"Udah bayar berlangganan tapi e paper nya ga mau kebuka, terus selalu error di loading. Sangat mengecewakan 😠",,,,,-1.0
"Udah bayar berlangganan tapi ga bisa login, akun ga teraktivasi dengan jelas.",,,,,-1.0
Udah bayar di google play tapi tetap ga bisa dibuka. Gimana ini?,,,,,-1.0
"Udah bayar langganan Kompas id minggu lalu di indomaret sesuai petunjuk kalian, tp pas dibuka hari ini malah error bilang belum aktif, harus bayar lagi kah?",,,,,-1.0
"Udah bayar langganan bulanan 50rb tapi kenapa fitur e-paper masih harus download terus-terusan? Setiap kali buka koran harus download lagi per tanggal, padahal udah pernah didownload sebelumnya. Pas aplikasi ditutup trus dibuka lagi, file yg udah ada malah diminta download ulang. Ini boros kuota bgt, tolong diperbaiki sistemnya dong.",,-1.0,,,
"Udah bayar langganan tapi akun saya ga bisa diaktifin sampai sekarang, padahal email konfirmasi udah masuk??",,,,,-1.0
"Udah bayar langganan tapi aplikasi terus bilang belum aktif. Udah coba cancel terus langganan lagi, sempet normal. Tapi besoknya error lagi, minta tolong diperbaiki.",,,,,-1.0
Udah bayar langganan tapi e-paper di aplikasi ga bisa dibuka sama sekali,,,,,-1.0
"Udah bayar langganan tapi pas login malah muncul notif belum berlangganan, padahal transaksi udah masuk.",,,,,-1.0
"Udah bayar langganan tapi sistemnya ga recognize. Akses artikel jadi terblokir terus, ini gimana sih",,,,,-1.0
Udah bayar langganan tp login error terus. Customer service juga ga responsif,,,,,-1.0
"Udah bayar langganan tp pas mau buka konten langsung diminta bayar lagi, padahal di sistem udah tercatat berlangganan. Ini bug apa gimana sih?",,,,,-1.0
"Udah bayar lewat Shopee, tapi aplikasi masih error dan ga bisa buka epaper. Padahal subscription udah aktif, tapi tetap aja akses ditolak. Gak ada notifikasi apa-apa, rugi banget.",,,,,-1.0
"Udah bayar lewat shopee tapi epaper masih gabisa diakses, padahal udah terlangganan. Rugi bgt, ga ada notif sama sekali, layanannya juga jelek",,,-1.0,,
"Udah bayar paket premium + koran tapi sampai sekarang belum aktif juga, berapa lama sih proses berlangganannya di kompas... sayang uang saya terbuang percuma setiap hari.",,,-1.0,,
"Udah bayar premium setahun tapi aplikasinya error terus, ga bisa login sama sekali. Mesti buka lewat browser aja padahal udah langganan. CS juga ga membantu, cuma disuruh update melulu tapi masalahnya tetap aja. Sangat mengecewakan bgt!",,,,,-1.0
"Udah bayar premium setahun tapi kontennya malah kecewa bgt, menu berita sering diubah sembarangan, koleksi cerpen yg harusnya lengkap jadi cuma 4 doang, humaniora ilang entah kemana, terus berita hukum malah muncul di menu ekonomi... ini gak profesional, tolong diperbaiki!",,,,-1.0,
